c_text,hatespeech
"@GGahnt @SaraShakur_ @CartmanTB2 @NektarAmbrosia1 @unuffgerescht @PAOKGATE45 @GC_Cumhuriyetci @neuaubing @MrTobacco_RTAM @Cobeland1 @Mr369t @Meryem79 @Recep32449274 @Xxmanxx40D @erdantu @PatronKobra @ApoIbne @YuriSch43965199 @batitrakyakiz @ArisKallimachos @Mimoun72105885 @KeremSchamberg @SeyranAtes @cem_oezdemir @YouTube Heißt gegen ein Land wie Israel oder Griechenland hättet ihr keine Chance.
Deswegen nur bla bla bla bla.
Seid 1 jahr mittlerweile.
Nur gegen karabach da  seid ihr stark",0
"@Sky_eigeneArt @kuestenkalle @DeveloperWorlds @SarahFantl Das wird das kleinste Problem, die meisten Palästinenser sind keine radikale Moslems. Das Problem wird eher mit den radikalen Siedler/ Zionisten (Israelis), die sind die Mehrheit. Die vernünftigen Juden werden wie früher ohne Probleme in einem säkularen Staat (Palastina) leben.",0
"@NickyAnnB_ @ZDFheute Tja, wenn man nicht weiter weiss dann wird erst mal rumgepöbelt, zeichnet autoritäre Charaktere aus wenn man sich nicht deren Willen unterwerfen will. Bin kein Querdenker sondern nur den Maßnahmen ggü kritisch so wie übrigens die meisten, die sie hier so freimütig beschimpfen",0
Ich möchte ausdrücklich betonen das der größte Teil der ehemaligen DDR-Bürger nicht so blöd in der Birne ist wie die Baum von der AfD oder die Kistel von den Quersäufern.,1
"@sonja_weihrauch D I K T A T U R  !!!
Ja, ihr #Querlappen #Covidioten #Coronaleugner #Coronazis #Impfgegner  so  schützt die ""Na(Dikt)tur"" vor Selbstgefährdung. 
Die armen Kücken. 😍🦆🐤🐤🐤🐤🦆
Die Menschen sind so blöd und vernichten sich selbst!",1
@watwillse @ZentralratJuden @ulfposh Importiert? Okay das ist aber eine Ziemlich verstörende Sicht auf die deutsche Geschichte.,0
"@scaryjisoo @dutschman @ABaerbock Wenn es die Leute dich nur Lesen würden. 🧡

Nichts würde den Grünen mehr schaden als möglichst viele Leser des Wahlprogramms.

Ein Träumchen... 🥰",0
"@Joramsim @JohannesNormann @Gooney75 @moerv_vom_doerf @SerapGueler @AfD Ich habe so absolut keine Ahnung, warum deine Eltern dich bekommen haben, obwohl schon bei Geburt Menschenverachter auf der Stirn stand.",0
"Was viele auch immer noch nicht begreifen, wenn die Intensivstationen niemanden mehr aufnehmen können und man als junger Mensch so egoistisch und asozial sagt, Corona ist für mich ja nicht so schlimm (was auch nicht immer stimmt) kann man immer noch einen Unfall haben.

#NoCovid",0
"@HohlerAli @ThomasKunzfeld @moerv_vom_doerf @JohannesNormann @SerapGueler @jensspahn ist per definitionem Faschist. Er liebt die Verschränkung von Wirtschaft und Politik, sogar am liebsten, wenn er durch seinen Mann am Maskenverkauft verdient. 
Wo ist da Ihre Kritik am Faschisten? Genauso wie in jeder dieser BRD-Parteien!",1
#Italien hat seinen Plan in Brüssel eingereicht. #NextGenerationEU #PNRR #coronavirus #Pandemie https://t.co/KWppT2QBDF,0
@Laika66753508 @MartinaWeiss48 @reitschuster Ach..das wir so die Verstrahlten Ballerköpfe in der Bevölkerung erkennen und aussortieren? Das läuft..hast du den schwarzen Transporter bei dir vor der Tür nicht gesehen?? 😳 Hat es da grade gekopft bei dir,0
"Vermieter*innen hätten keinen Einfluss auf das Heizverhalten der Mieter*innen und eine Aufteilung sei unfair, so die Union – und ignoriert mal wieder, dass es jedoch allein die Vermieter*innen sind, die über den Einbau einer neuen Heizung entscheiden.

Fair sieht anders aus. 2/3",0
@raulde Oder wir sagen einfach der da! Immerhin ist jeder Mensch auf eine gewisse Art und Weise behindert 🤭,0
Kleiner Möchtegern Napoleon.... 🤢und alle bleiben an Bord... ist nur leider die Titanic... #Laschet kleine Männer....,0
"@WagenMehr @Laforce_61 @leipzig04349 @Karl_Lauterbach Der Typ durfte auf einer Querdenkerdemo sprechen. Da kann man nicht mehr sagen, der sei einfach nur mitgelaufen. https://t.co/q1eJMUl3cS",0
"@AfDBerlin @TheRealJoe_1958 Ich gehe davon aus, dass nach der Regierungsübernahme durch die AfD die grünen Spinner im Rahmen einer ""Arbeitsbeschaffungsmassnahme für gescheiterte Despoten"" zum Rückbau dieses Irrsinns eingesetzt werden.",1
"@jimmycd69 @Gewaltpeter @davidbest95 @greenpeace_de Besonders perfide ist, dass die grünen anstreben naturwissenschaftliche Bildung  einzudämmen, damit ihre Panikmache nicht durch Bevölkerung, die den Sachverhalt wirklich versteht, in Frage gestellt werden kann. Z.B. in Niedersachsen: https://t.co/7fqeeseAsu",0
@rent_hunoc_wl @cem_oezdemir @AfD @Die_Gruenen Diggi ist wie Kumpel Freundchen oder Alter. Gosse ist das nicht. Es sei denn sie wollen sich selbst dahin verlagern,0
@BCasapietra @LibertyLucas26 @greenpeace_de Und Du bist ein Kleinkind.,0
"@ThomasKunzfeld @moerv_vom_doerf @JohannesNormann @SerapGueler Wie nennt man sonst eine Partei, die Flüchtlinge vergasen will, Holocaust- Leugner und Faschisten beherbergt?",1
@phasmate @NEETR3VOLUTION @xoxohoney__ @ExilPreppi @Dzigarette @miomiomarx Was denn das für Arbeit? Der dummen Arbeiterklasse was von Stirner und Hegel erzählen? Hahahahahahahaha.,0
@polizeiberlin Die Polizei hat kein Respekt mehr verdient!!! Sie sind verblödete Kampfmaschinen ohne Gehirn und nur zum Schutze des VerbrecherPedoBundes!!! https://t.co/FhinGPR684,1
@MagKeinenKaba #Kadavergehorsam  schleppen die Deutschen seit Jahrtausenden mit sich herum. Das behindert auch den einzelnen Polizisten in der Wahrnehmung von Gut und Schlecht. Wer scheißt denen regelmäßig ins Gehirn?...denn mit Normalität hat das nichts mehr zu tun.,1
@reitschuster Konten bei Ing DIBA und N26 sind reine Privatkonten. Man kann natürlich auch ein gewerbliches teureres Konto eröffnen. Nur ist #Reitschuster dafür zu geizig. Jetzt erzählt er überall das Märchen vom Verfolgten dem Unrecht getan wird. ER IST NUR EIN LÜGNER.,0
"Ach, @DoroBaer schüttelt mit dem Kopf, wenn #Baerbock am Ende des Pro7 Interviews Applaus bekommt?
Liebe Doro, schüttel mal lieber mit dem Kopf darüber, dass deine Partei in den letzten 16 nichts in unserer Gesellschaft verbessert hat.
#Illner",0
"@EberhardHamm @Andrea_Stoll_ @PhilHackemann @ABaerbock Ich hab einen Bachelor im Maschinenbau und du Eberhard? Hast du einen gleichwertigen Titel?

Wenn du schon mit Bildung kommst, bin ich mal so frei und frag nach.",0
@t_woelfer @shoutingcassy @dutschman @ABaerbock Da muss ich Sie leider enttäuschen: Die Welt ist nicht so einfach.,0
"@cducsubt Nachdem ihr auf die Panikmache der DIVI reingefallen seid, gibt deren Lobbyist ganz überholten zu, das er sich geirrt hat. Bravo CDU... ausser Korruption scheint bei euch irgendwie Nichts zu klappen und auch das nur unzureichend.",0
"Danke an alle Schauspieler:innen, die diesen Scheiß (#allesdichtmachen) nicht mitgemacht haben!
#nichtganzdicht",0
"@ClaudiusC @besserwissi @feinspitz3 Und bezeichnend, das sie sich nicht dazu äußern wollen, dass es in Texas und Florida mit Öffnungen klappt.

Passt wohl nicht in ihr Kleinhirn rein, dass SIE FALSCH LIEGEN  mit ihrer NoCovid-Idiotie.",0
"Zu welcher Elite gehört Frau Baerbock ?
Zu den ""Young Global Leaders"" des Weltwirtschaftsforums. 
Dieser elitäre Verein mag einigen Grünen gefallen, ich sehe das eher kritisch.

#Baerbock  #baerbockhabeck  #BaerbockforKanzlerin",0
@janboehm Mich haben schon drei Users gefragt obs mir gut geht wegen den Tweet!!,0
@kristen_peter @Alice_Weidel @UweJunge Frage: treten bei einer Europa Fußballmeisterschaft der MÄNNER Länder oder Geschlechter gegen einander an um einen Ball in ein Tor zu ballern?,0
"@Andrea_Stoll_ @PhilHackemann @ABaerbock Die geben halt nicht mit ""Völkerrecht"" an.

Ich weiß noch nicht mal, was Scholz gemacht hat (außer Brechmittel, G20, Cumex, wirecard)... das reicht auch schon.",0
@Karl_Lauterbach ☝️👇 https://t.co/FQXzACcZbX,0
"@reitschuster Oh Gott, sowas muss man noch im Netz posten? Ein Schreiben und das Ding ist aus der Welt. Aber man kann daraus auch eine ganz große Verschwörung machen. So versuchen sich unwichtige Menschen wichtig zu machen.",0
"@Karl_Lauterbach @Alice_Weidel Frau DOKTOR Alice Weidel, soviel Zeit muss sein!  Und NIEMAND, ich wiederhole: Niemand, hat bisher soviel Hass und Hetze in Deutschland verbreitet wie Sie und die genannten Politiker der SPD! Danke für Ihre Aufmerksamkeit!",0
"Jeden Tag daran erinnern, dass führende Mitglieder der #AfD sagten:

„Solange die AfD noch ein bisschen instabil ist […], müssen wir dafür sorgen, dass es Deutschland schlecht geht.“

#FCKNZS",0
"@AufDerSuche5 @PSchnei26364427 @Amateur_Profi @reitschuster wer zu solchen worten greift, kehrt besser vor der eigenen tür",0
"@SHomburg @BotaIntensiv @mfab112 @Dr_Emergencydoc @Caethan13 @Doktor_FreakOut @Lam3th @Anaesthet1 @Ann_Waeltin @Chrissip81 @Herzspitze @NicSchall @divi Das Ministerium und die DIVI haben nicht - wie Sie - die falschen Schlüsse gezogen.

Es scheint für Sie unmöglich zwischen Fakten und deren Interpretation zu unterscheiden.

Ich erkenne Ihre geistige Kapitulation an.",0
"@Novemberbeetle Furchtbar. Tut mir leid, dass du zusätzlich zur Sorge um deinen Hund noch sowas abbekommst. Echt seltsames Level an Arschlochtum von der Frau. Selbst wenn sie ihren Rassismus nicht sehen will - wer macht denn beim Smalltalk in ner Tierarztpraxis Witze über sterbende Haustiere?",0
"@FrederikPapier @watwillse @ZentralratJuden @ulfposh Rechts sind auch graue Wölfe. Man kann sich im Zweifel Torten selber malen. So oder so, importierter Hass muss rausgeschmissen werden. Oder was soll uns dass sagen ?",0
@RegSprecher @BBK_Bund Der griechische Außenminister ist heute in Israel. Wann fliegt Maas dorthin?,0
"@faznet Die Argumente gegen das Schweizer CO2-Gesetz, über das wir im Juni abstimmen, gelten auch für das Deutsche Klimaschutzgesetz. 
https://t.co/XAluKix4A1",0
@moerv_vom_doerf @JohannesNormann @SerapGueler Die Grauen Wölfe sind Nazis. 🤡 Wie kann man nur so an der Realität vorbeileben?,0
@ZDFheute So eine heuchlerische Doppelmoral. Die linksterroristische Antifa unterstützen und dann so etwas äussern. Pfui Teufel !,1
"Bei dieser Drachenlord Haider Affäre hab ich mich fein rausgehalten. Verstehe nicht wieso die Leute schockiert sind, dass einer wieder ZDK der aussieht, als wären seine Chromosomen im Kern behindert und additional auftretend, ein dummer Hurensohn ist.",1
@AnnKristin_S_ Warum muss man überhaupt am 1. Mai einkaufen gehen? Gibt's in Berliner Wohnungen keine Kühlschränke oder Regale für ne Dose Serbischen Bohneneintopf?,0
"@Afelia @ABaerbock Sie wird halt kritisiert, wenn sie:
- Einen homophoben Massenmörder lobend zitiert
- Im Bundestag Lügenmärchen über die Soziale Marktwirtschaft erzählt
- Faktenfremd über alles mögliche redet
- 12 Fehler im Lebenslauf hat

Was ist daran eine ""unsachliche Kampagne"" oder Sexismus?",0
"@TBri17 @Frau_Empty @SiminaanimiS @ABaerbock Wer Baerbock nicht wählt, bekommt Laschet. Wird die Union stärkste Fraktion, wird Laschet Kanzler, Merz Superminister und vielleicht Streeck BGM. Alle noch schlimmer. Dazu wird das Klima weiter zerstört. Ich kann Ärger über diese Formulierung verstehen. Diesmal geht es um mehr.",0
@sunstar1606 @MartinaWeiss48 @reitschuster Mittlerweile spricht sie sich dafür aus. Ein paar Tage vorher waren es Kinder allgemein.,0
"@Team_ReaIity @Karl_Lauterbach @maithi_nk Wer #Zensur schreit, sollte sich auch mal mit der Definition selbiger befassen. 
Z. ist etwas, das vom Staat (oder rel. Institution o.ä.) ausgeht und die gesamte Gesellschaft reguliert. 
Gäbe es sowas hier, dürfen Du und Bhakdi euren Unfug nicht mal straffrei ins Netz hauen.",0
"@53raver @CorinnaMiazga besser wäre man würde die flugzeuge im 5 min tackt
mit merkels goldstücke auffüllen und dann ab richtung osten, jeder einen fallschirm und klappe auf!!
da wären unsere flugesellschaften die nächsten wochen auch wieder sinnvoll ausgelasstet.  
bin ich jetzt wieder nazi ,oder???",1
"@reitschuster D. Wind dreht sich. Gestern haben wieder 522.941 Menschen in Deutschland durch ihre Impfungen Reitschuster und Co. den Mittelfinger gezeigt. Derweil standen gestern weniger als 30 Personen vor dem Brandenburger Tor,so viele können die Leerdenker mittlerweile nur noch mobilisieren",0
@davidbest95 @mat_meier @greenpeace_de Der hatte hoffentlich keinen #Diesel im Motor...,0
"@sunstar1606 @reitschuster Er finanziert sich über Spenden, da er keine Zwangsgebühren erhält. Im übrigen kenne ich auch AFD Wähler. Das sind keine Deppen, sondern ausnahmslos Akademiker und gut situiert.",0
"@deprecatedCode Die meisten Querdenker haben bisher Grüne und Linke gewählt, wie mehrere Umfragen ergeben haben. Ob die alle mit HonkforHope fahren, ich wage es zu bezweifeln und die, die ich kenne (sind einige) sind alle gegen Masern geimpft. Aber was soll's. Ihre Meinung, meine Meinung.",0
@4therecords @me_wug @bayernrocker Ihr Geschlecht spielt in meiner Meinung über sie keine Rolle ich hate auch gegen andi scheuer oder den söder den doofrind und den laschet den merz und den lindner also ist mein hate kein Sexismus,0
"@Frisobotter Hauptsache gegen Israel, Christen und Konservative!

Solche Menschen würden wahrscheinlich auch für den IS und al-Qaida demonstrieren,  wenn es gegen o.g. geht.",0
"@ChristianHoemke @Genossin_Anetta @Karl_Lauterbach Wie gesagt: Billig, hohl, diffamierend. Sonst kommt da nix.",0
"@PopuliDei @ZDFheute @julia__klaus Das mit den „linken Fanatikern“ finde ich interessant: Ihr Querdenker warnt doch immer vor der „profitgierigen Pharma-Mafia“, die sich diese Pandemie ausgedacht hat? Es stecken doch die kapitalistischen Bösewichte Schwab, Soros und Gates hinter allem ?",0
"@Gertuselix @Hartmutweber9 Für #Baerbock wäre es schon vorteilhaft gewesen, wenn Sie vor Ihrem Amt einen Logopäden aufgesucht hätte um Ihre Wortfindngsschwierigkeiten zu beheben. Erst danach hätte sie auch die 10 Jahre arbeiten können..Sowas stellt doch keiner ein,ausser das dumme Volk natürlich..",1
"Immer daran denken, welches Team und welche Agenda wirklich hinter #Laschet steht ☝️

#Merz #Maassen #CDU #LaschetVerhindern 

@polenz_r https://t.co/vWeCKWa58h",0
"@VictoriaHamburg Gerade nicht. Wer gegen eine lasche Corona-Politik wirksame Maßnahmen fordert, hat keinen Untertanengeist. Aber ich will den Freiheitsdiskurs nicht dem rechten Rand überlassen. Zu komplex? Ich hoffe nicht.",0
@kueper_michael @dutschman @ABaerbock Nö. Das ist ja die Pointe. 🙂,0
"@drumheadberlin @BILD die #Wagenknecht steckt dieses farblose Würstchen mit links in den Sack... aber wen wollen die strunzdummen Deutschen als Kanzler? Genau, einen der noch dümmer ist als sie selbst. #Baerbock",1
"@Karl_Lauterbach Guten Morgen Herr Lauterbach! Die @BILD schreibt für Ihr Leben gerne Blödsinn. Ich frage mich immer, was habem die da für eine Ausbildung und sind es Menschen? Ich kann nur immer wiederholen: #HaltDieFresseBild . So ein manipulatives Schundblatt.",1
"@AnneWillTalk @Luisamneubauer Laschet hat es schön gesagt, Ideologie getrieben und die wenn sie über Faschismus redet, muss ganz schnell die Fresse halten! 🤮 Sie macht sich mit den Linksfaschisten doch gleich!",0
"@jensspahn Mensch Jensi. Jetzt habt ihr nach 6 Monaten Lockdown die Bundesnotlüge an den Frühlingsanfang gesetzt. Und oh, welche Überraschung. Die Zahlen gehen zurück. Wie in ganz Europa. Für wie dumm haltet ihr uns eigentlich? Obwohl, 93 % wollen sich wahrscheinlich impfen lassen. Läuft...",0
"Was ist nur mit diesem Scheißland passiert? Alle werden kollektiv bekloppt und teilen Querdenen-Stuss. Erst meinen ""Klatschen für die Pflegekräfte"" wäre hilfreich und jetzt allen Pflegern und Medizinern so ins Gesicht spucken. Schämt euch!#allenichtganzdicht #allesdichtmachen",1
@sunstar1606 @MartinaWeiss48 @reitschuster Nicht mit diesem experimentellen Impfstoff.,0
"@Ichbins2009 @DrStrompen @ZentralratJuden Das Klientel am Wochenende kam ganz sicher nicht vom Stammtisch. Bezeichnend, wie man hier ganz schnell wieder vom Problem ablenken will.",0
"@FMariechen @glr_berlin @BZ_NachtFloh @Reporter_Flash Ach, du Schande! 🙄 Von diesen (echten) Denkern sind die selbsternannten Querdenker nun wirklich Lichtjahre entfernt! Peinlich ist nur eine solche Gemeinmachung.",1
"@MarcusPretzell Was soll denn der Scheiss oder haben wir Sippenhaft? Nach dem Motto -Opa Nazi dann Kind und Enkel auch Nazi? Wenn dem so wäre dann sollten wir den Laden hier schnellstens dicht machen! Was für
ein Schwachsinn.@carla_reemtsma #Gruene",0
"@DrStrompen @ZentralratJuden Sie haben nicht wirklich einen Dr., oder? 

Seid wann ist H.G. Maaßen ein Gast?",0
"@barth_ulf @sunstar1606 @Laika66753508 @reitschuster Zuerst ist er und Millionen Menschen es nicht gewohnt mit der Maske zu atmen, Zudem das tragen FFP2 nur kurtzf. Dazu bekommt er Hautausschlag, weil er anschein. allergisch auf dem Vlies reagiert.

Von sterben durch tragen der Maske war auch nicht die Rede,bitte nochmal lesen 😉",0
@TBreitschneider @b_kraupa Das sehe ich auch genau so. Dieser Brinkhaus ist einfach nur unterste Schublade. Die AfD darf sich aber  von so einem Hetzer nicht alles gefallen lassen. !,0
@EddyAges @leipzig04349 @Laforce_61 @WagenMehr @Karl_Lauterbach es ist dasselbe wenn Du auf die linken Demo mit Anarchisten und schwarzem Block gehst ...Da ist die Aufregung aber nicht da .. wieso eigentlich ?,0
"@Xrxtn @Ostwestfale60 @Alice_Weidel @UweJunge Man MUSS gar nix tolerieren. Vor allen nicht bei einer Klemmschwester, die nicht einmal sachlich ihre ""Diskriminierung"" erklären kann.",1
@FrederikPapier @watwillse @ZentralratJuden @ulfposh Keine Lust jetzt irgendwelche Belege zu suchen haha mir auch vollkommen egal ob du mir glaubst oder nicht 😂😂😂 schau doch mal was graue Wölfe in Gelsenkirchen vor einer Synagoge geschrien haben...Ist das nicht Beleg genug für einen importierten Antisemitismus?,0
"@Maestroooo3 @watwillse @ZentralratJuden @ulfposh Wie gesagt. Diese These wurde hier entkräftet:

https://t.co/3SlSH3XmJh",0
"@ekimris @NLPete007 @charlottelokal Religion gehört in den privaten Bereich und hat in der Öffentlichkeit nichts verloren...

Ebenso wie die Vorlieben von @magshintenrein und seiner Schwester @_neededCitation...🥒🥒🥒",0
"@Danulinka33 @ABaerbock Wer genau sind denn ‚viele‘ Leute? Behauptungen sind toll. Ich behaupte, dass ‚ wesentlich mehr‘ Leute, nämlich nahezu die gesamte Bevölkerung, genug Geld für Heizung und Strom haben.",0
"@Karl_Lauterbach Von welcher Pandemie ist denn die Rede?
https://t.co/KWT1fgEYRJ https://t.co/XQAWQu1tDh",0
"@Macduffs_Sohn @HereticTwoface @Volksverpetzer Mich interessieren Querdenker echt gar nicht, sry. Die können sich mit der Rotpunkt Fraktion gerne die Köpfe einschlagen. Sind vom Niveau auf dem gleichen Level🙂",1
"@Brunoe_Banane @Bulldozer241 @leipzig04349 @WagenMehr @Karl_Lauterbach Faschismus beginnt mit Worten, mit der Radikalisierung der Sprache. Mit dem Schüren von Ängsten und dem Erzeugen einer erdachten Bedrohungslage. So wie in Ihren beiden letzten Antworttweets eben.",0
"@sunstar1606 @Laika66753508 @reitschuster Ehrlich,,wieder so eine abgedroschene Antwort 

SIE leben es vor,,
Stellen Sie sich vor dass er es SELBST wahrnimmt,,aber dafür ist ihr Verständnis für selbst WAHRNEHMUNG nicht mehr vorhanden. 
Sie tun mir leid, dagegen gibt es auch keine Impfung oder LAPPEN die helfen würden",0
"@BMW_Zorge Dem ist nichts hinzuzufügen. 
Gedächnisverlust? Da gibts doch was von Rohtiopharm “Kinkobil”, könnte das nicht auch in der Blau Braunen Güllegrube eingesetzt werden? Eine Dauermedikation gegen Degeneration und fortgeschrittenem Schwachsinn. #FCKAFD #FCKNAZIS #afdistnichtnormal",1
"@Die_Gruenen @ABaerbock Wenn die Grünen unter Baerbock die Vermögenssteuer durchsetzen, könnte dies für die Wirtschaft einen noch stärkeren Abzug von Unternehmen ins Ausland bedeuten. Denn die Bundesrepublik belegt schon jetzt im OECD-Vergleich bei der Steuer- und Abgabenlast einen Spitzenplatz.",0
"Wie können einige Politiker eigentlich behaupten die Maßnahmen durch #Bundesnotbremse #Bundesnotluege bringen etwas ? Bringt nix, genauso wie in Hamburg @TschenPe ... Aber Hauptsache das Gegenteil behaupten.
https://t.co/SrzjnnCbFp",0
"@DieterCronenbe1 @Beatrix_vStorch Und überhaupt, lassen wir sie gewähren. Dieses Erbe müssen wir nicht annehmen. Daran können sich die Grünen und der Rest dieser Menschen selbst die Zähne ausbeißen. Macht und Geld ist nicht alles. Viel Erfolg beim regieren. 😘",0
@shoutingcassy @vonGammCom @Markus_Soeder Exactly 🙏,0
@MarkusWerner18 @DLFNachrichten @ManfredWeber @AfD Nein sie ist richtig.,0
@linnartz11 @Tapsi60800763 @HToenne @MalteKaufmann die alles glauben was der ÖRR ihnen vorgaukelt,1
"@apx1213fx @KreuzAcht Die realitätsflüchtende Lügnerin und der kleine, braune Anstreicher, der schon immer mal einen 7er BMW auf Kosten anderer fahren wollte.

🇩🇪  entlarvt die AfD-Politbonzen 
#AfDrausausdenParlamenten https://t.co/cvQ37xDyBI",1
"@Laika66753508 @MartinaWeiss48 @reitschuster Ach ja..corona gibt es ja nicht.  Und der Impfstoff macht uns ..was? Impotent ? Tot?
Zombie? Was ist es den diese Woche. Ich bekomm nicht mal netflix rein mit Biontec..oder kann Alexa damit steuern",0
"@faznet Auffallend sachliche beschreibung, liebe linkspopulisten. Das passt ins Bild : gegen friedliche querdenker wird gehetzt auf Teufel komm raus und Antifa linksterroristengewalt wird als das nornalste von der Welt dargestellt. Widerlich framend. 🤮",0
"Demo vor dem Berliner Senat unter dem Motto ""Macht euch stark für unsere Kinder""

Erzählt wird zb das Schadstoffe in medizinischen Masken gefährlicher sind als Covid19.
Einige Kinder sind anwesend die von Eltern  instrumentalisiert werden. Die @polizeiberlin ist nicht zu sehen. https://t.co/gymYuwppU9",0
"@hessemadche @DimitriSoupakis @Alice_Weidel Du hast meine Aussage gar nicht verstanden.Statt zu beleidigen,denk ein bisschen,wenn du kannst.",0
@GoeringEckardt @C_Emcke Sie haben also kein Problem mit Antisemitismus?,0
"@xAngelx23798721 @leserschwert @reitschuster Wer stellt sicher, dass in der Spritze auch drin ist, was man uns erzählt ?",0
@LillyBlaudszun @janboehm Ich sage nur Erzgebirge.,0
".@zdfmagazin kommt da eigentlich noch was zu #feelBREMEN? Gerade im Zusammenhang mit dem aktuellen Rassismus Skandal der Bremer Wohnungsgesellschaft, in deren Aufsichtsrat Senatoren und Bürgermeister sitzen? So von wegen weltoffen, Currywurst und so...",0
"@Georg51543276 @mxritz_lol @Lm19532 @GamerBr0ski Ein Kumpel von mir, der Vater hat z.B blutgerinnsel bekommen. Alles was man gegen eine Impfung sagt, wird als Querdenker abgestempelt. Aber man sollte da wirklich auch ein wenig vorsicht walten lassen. Jeder Mensch reagiert anscheinen anders darauf.",0
Man denkt es geht nicht mehr dümmer und inkompeternter als Markill und dann kommt diese unfähigste Baerbock. Den Bock zum Gärtner machen.,0
"@Marxo52359322 @Andrea_Stoll_ @PhilHackemann @ABaerbock Das Wort ,,kognitiv,, ist zur Mode geworden....",0
@stefan1531 @Hans456789 @Karl_Lauterbach 429 durch die impfung alle Impfungen der letzten 21 Jahre 456 denk mal nach das pei u ema hilft gerne u Beleg mal die 89t mit einer Autopsie,0
"@LibertyLucas26 @greenpeace_de Jaja, typisch pseudoliberaler Nachwuchs: Freiheit auf der Standarte und ein Verhältnis zu Bürgerrechtskultur wie Putin.",0
"@sternde .....das lichtscheue Gesindel aus einer Melange von Antifa, Verdi, SPD und Migranten zeigt mal wieder seine hässliche, linksgrüne Fratze!",1
"@BorisNMoellers @JanJosefLiefers Zeigt ja auch wieder wie dumm die AfD'ler sind, wenn sie Einschaltquoten pushen wollen und sich alle vor einen Fernseher setzen 😂",0
"@Xrxtn @Alice_Weidel @UweJunge Sport ist nicht die Schule oder sonst irgendeine staatliche Institution, warum sollte sich ein Sportler nicht politisch oder anderweitig ausdrücken können?",0
"@Markus_Soeder super, dann können Sie sich jetzt bitte wieder der Pandemiebekämpfung widmen, die Intensivstationen laufen über und es braucht eine bessere Strategie als die noch ungeimpften Leistungsträger der Wirtschaft zu opfern (hauptsächlich 40-60jährige auf Intensiv, jeder dritte stirbt)",0
@NLPete007 @charlottelokal Etwas salopp formuliert könnte man sagen: die für den religiösen Glauben zuständige Wissenschaft ist nicht die Theologie sondern die Psychiatrie.,1
"@reitschuster Herr Reitschuster, alle können mittlerweile ohne Masken in der Außengastro sitzen. Dieses Bild ist also kein Skandal sondern Normalität 🤷‍♀️",0
"@Beatrix_vStorch In Deutschland wird doch offen eine Politik gegen Deutschland betrieben. Merkels antideutschen  Aktionen zeigen Wirkung. Wenn man nur eine deutsche Fahne i der Hand hat, wir man schief angeschaut. Diese Dame wird, wie alle anderen Parteien Deutschland abschaffen Die AfD nicht",0
"@AfDimBundestag @AfD_Muenster @Beatrix_vStorch Als in Deutschland lebende amerikanische Jüdin möchte ich Ihnen danken, Frau von Storch. Jedes Wort ist zutreffend. Meine Familie musste vor den Nazis aus Deutschland flüchten, ich würde eigentlich gerne hier bleiben.",0
"@in_atmen @leipzig04349 @Laforce_61 @WagenMehr @Karl_Lauterbach Die Andere konsumiert kein RT oder Reitschule, also kein Quarkdenker.",1
Also es tut mir leid bei allem Respekt aber was die Regie von Amar grade macht ist echt lächerlich,0
@AxelStollJr Ganz genauso... Ich wurde eben von einem linken als Antifa Troll bezeichnet und dann blockiert. Gewalt ist scheiße und zwar immer und überall 🤷‍♀️,0
"@Karl_Lauterbach Die Probleme auf die Liefers aufmerksam macht:

1) Presse ist gleichgeschaltet
Stimmt nicht.
2) Kritische Wissenschaftler kommen nicht zu Wort
Stimmt nicht
3) Wer die Maßnahmen gut findet, ist ein Untertan.
Beleidigend und stimmt nicht.

Und sonst so?",0
"""FBI-Direktor Christopher Wray gab vor dem Geheimdienstausschuss des Repräsentantenhauses zu, dass die Antifa eine Bewegung ist, die lokale und regionale Stützpunkte hat, um gewalttätige Attacken durchzuführen.""",0
"@mista98berk @Anna48338034 Die Palästinensische Bevölkerung wird zu Kanonenfutter. Soviel zum Thema Hamas, Fatah, Hisbollah und wie sie alle heißen.",0
@Stiez1900 @MartinaWeiss48 @Laika66753508 @reitschuster Ich finde ihr Profilbild sehr Aussagekräftig. Zeigt ihren Charakter,0
"@fdp @c_lindner Das einzig akzeptable Wahlergebnis lautet AfD 35% plus FDP 20% als Juniorpartner.
Nur die AfD hat sachkundige berufserfahrene Menschen in hoher Zahl, um den von den Saftbirnen-Parteien angerichteten gigantischen Schaden wieder zu richten.
Weg mit den #Lockdown-Fetischisten!!!",0
"@JohannesNormann @Gooney75 @Hasenhoernchen @moerv_vom_doerf @SerapGueler @AfD das in dein rechtes Köpfchen reinpasst oder nicht. 
Allein schon der lächerliche versuch Minarette zu verbieten zeigt die peinliche Islamophobie deiner clown partei.",1
@flouwerii Ne digga bist du behindert kannst du iwie net lesen ???? Schonmal was von import export gehört du zurückgebliebenes stück Dreck shit wie kann man so dumm sein ich raff es net,1
"@_FriedrichMerz @DoroBaer @cem_oezdemir Seien Sie ehrlich zu den Bürgern, Herr #Merz!

Die #Union und die #SPD haben die niedrigsten Werte ever und genau deswegen bekommen die Wähler genau wieder das, was sich so schön bewährt hat  - die Groko!

Wenn schon Volksverarschung, dann richtig!",0
@AfD_Hessen Guten morgen,0
